location,date,vaccine,total_vaccinations
Chile,2021-05-23,Pfizer/BioNTech,2932542
Chile,2021-05-23,Sinovac,14310111
Chile,2021-05-24,Oxford/AstraZeneca,104353
Chile,2021-05-24,Pfizer/BioNTech,3006338
Chile,2021-05-24,Sinovac,14460303
Chile,2021-05-25,Oxford/AstraZeneca,121831
Chile,2021-05-25,Pfizer/BioNTech,3117024
Chile,2021-05-25,Sinovac,14577921
Chile,2021-05-26,Oxford/AstraZeneca,146946
Chile,2021-05-26,Pfizer/BioNTech,3190851
Chile,2021-05-26,Sinovac,14707277
Chile,2021-05-27,Oxford/AstraZeneca,180108
Chile,2021-05-27,Pfizer/BioNTech,3247575
Chile,2021-05-27,Sinovac,14819695
Chile,2021-05-28,Oxford/AstraZeneca,211189
Chile,2021-05-28,Pfizer/BioNTech,3296064
Chile,2021-05-28,Sinovac,14925717
Chile,2021-05-29,Oxford/AstraZeneca,219429
Chile,2021-05-29,Pfizer/BioNTech,3308402
Chile,2021-05-29,Sinovac,14952361
Chile,2021-05-30,Oxford/AstraZeneca,220788
Chile,2021-05-30,Pfizer/BioNTech,3309983
Chile,2021-05-30,Sinovac,14959491
Chile,2021-05-31,CanSino,72
Chile,2021-05-31,Oxford/AstraZeneca,261768
Chile,2021-05-31,Pfizer/BioNTech,3380217
Chile,2021-05-31,Sinovac,15062989
Chile,2021-06-01,CanSino,10439
Chile,2021-06-01,Oxford/AstraZeneca,303631
Chile,2021-06-01,Pfizer/BioNTech,3486053
Chile,2021-06-01,Sinovac,15125126
Chile,2021-06-02,CanSino,33737
Chile,2021-06-02,Oxford/AstraZeneca,333311
Chile,2021-06-02,Pfizer/BioNTech,3568220
Chile,2021-06-02,Sinovac,15193335
Chile,2021-06-03,CanSino,73323
Chile,2021-06-03,Oxford/AstraZeneca,335408
Chile,2021-06-03,Pfizer/BioNTech,3615438
Chile,2021-06-03,Sinovac,15267532
Chile,2021-06-04,CanSino,107631
Chile,2021-06-04,Oxford/AstraZeneca,336785
Chile,2021-06-04,Pfizer/BioNTech,3639608
Chile,2021-06-04,Sinovac,15352202
Chile,2021-06-05,CanSino,117536
Chile,2021-06-05,Oxford/AstraZeneca,337060
Chile,2021-06-05,Pfizer/BioNTech,3644640
Chile,2021-06-05,Sinovac,15374565
Chile,2021-06-06,CanSino,119326
Chile,2021-06-06,Oxford/AstraZeneca,337089
Chile,2021-06-06,Pfizer/BioNTech,3645218
Chile,2021-06-06,Sinovac,15377144
Chile,2021-06-07,CanSino,146772
Chile,2021-06-07,Oxford/AstraZeneca,338790
Chile,2021-06-07,Pfizer/BioNTech,3656690
Chile,2021-06-07,Sinovac,15517218
Chile,2021-06-08,CanSino,166834
Chile,2021-06-08,Oxford/AstraZeneca,340268
Chile,2021-06-08,Pfizer/BioNTech,3669761
Chile,2021-06-08,Sinovac,15666359
Chile,2021-06-09,CanSino,183510
Chile,2021-06-09,Oxford/AstraZeneca,342028
Chile,2021-06-09,Pfizer/BioNTech,3681539
Chile,2021-06-09,Sinovac,15828667
Chile,2021-06-10,CanSino,196625
Chile,2021-06-10,Oxford/AstraZeneca,343136
Chile,2021-06-10,Pfizer/BioNTech,3695134
Chile,2021-06-10,Sinovac,16003147
Chile,2021-06-11,CanSino,200673
Chile,2021-06-11,Oxford/AstraZeneca,344201
Chile,2021-06-11,Pfizer/BioNTech,3711573
Chile,2021-06-11,Sinovac,16159632
Chile,2021-06-12,CanSino,201065
Chile,2021-06-12,Oxford/AstraZeneca,344486
Chile,2021-06-12,Pfizer/BioNTech,3714359
Chile,2021-06-12,Sinovac,16188581
Chile,2021-06-13,CanSino,201114
Chile,2021-06-13,Oxford/AstraZeneca,344498
Chile,2021-06-13,Pfizer/BioNTech,3714905
Chile,2021-06-13,Sinovac,16190034
Chile,2021-06-14,CanSino,205305
Chile,2021-06-14,Oxford/AstraZeneca,345513
Chile,2021-06-14,Pfizer/BioNTech,3746667
Chile,2021-06-14,Sinovac,16374015
Chile,2021-06-15,CanSino,208972
Chile,2021-06-15,Oxford/AstraZeneca,346186
Chile,2021-06-15,Pfizer/BioNTech,3799250
Chile,2021-06-15,Sinovac,16526792
Chile,2021-06-16,CanSino,212885
Chile,2021-06-16,Oxford/AstraZeneca,346879
Chile,2021-06-16,Pfizer/BioNTech,3869722
Chile,2021-06-16,Sinovac,16676967
Chile,2021-06-17,CanSino,215911
Chile,2021-06-17,Oxford/AstraZeneca,347531
Chile,2021-06-17,Pfizer/BioNTech,3934579
Chile,2021-06-17,Sinovac,16790165
Chile,2021-06-18,CanSino,218246
Chile,2021-06-18,Oxford/AstraZeneca,348230
Chile,2021-06-18,Pfizer/BioNTech,3971269
Chile,2021-06-18,Sinovac,16856426
Chile,2021-06-19,CanSino,218523
Chile,2021-06-19,Oxford/AstraZeneca,348347
Chile,2021-06-19,Pfizer/BioNTech,3982465
Chile,2021-06-19,Sinovac,16881173
Chile,2021-06-20,CanSino,218535
Chile,2021-06-20,Oxford/AstraZeneca,348357
Chile,2021-06-20,Pfizer/BioNTech,3983659
Chile,2021-06-20,Sinovac,16883866
Chile,2021-06-21,CanSino,218636
Chile,2021-06-21,Oxford/AstraZeneca,348446
Chile,2021-06-21,Pfizer/BioNTech,3992515
Chile,2021-06-21,Sinovac,16893720
Chile,2021-06-22,CanSino,222363
Chile,2021-06-22,Oxford/AstraZeneca,349990
Chile,2021-06-22,Pfizer/BioNTech,4147416
Chile,2021-06-22,Sinovac,17033352
Chile,2021-06-23,CanSino,234752
Chile,2021-06-23,Oxford/AstraZeneca,351954
Chile,2021-06-23,Pfizer/BioNTech,4255749
Chile,2021-06-23,Sinovac,17154611
Chile,2021-06-24,CanSino,297943
Chile,2021-06-24,Oxford/AstraZeneca,355007
Chile,2021-06-24,Pfizer/BioNTech,4335320
Chile,2021-06-24,Sinovac,17253557
Chile,2021-06-25,CanSino,347519
Chile,2021-06-25,Oxford/AstraZeneca,358601
Chile,2021-06-25,Pfizer/BioNTech,4402345
Chile,2021-06-25,Sinovac,17336599
Chile,2021-06-26,CanSino,357551
Chile,2021-06-26,Oxford/AstraZeneca,359704
Chile,2021-06-26,Pfizer/BioNTech,4421919
Chile,2021-06-26,Sinovac,17356783
Chile,2021-06-27,CanSino,358790
Chile,2021-06-27,Oxford/AstraZeneca,359793
Chile,2021-06-27,Pfizer/BioNTech,4423976
Chile,2021-06-27,Sinovac,17358797
Croatia,2021-01-01,Pfizer/BioNTech,1951
Croatia,2021-01-08,Johnson&Johnson,2
Croatia,2021-01-08,Moderna,7
Croatia,2021-01-08,Pfizer/BioNTech,30359
Croatia,2021-01-15,Moderna,1485
Croatia,2021-01-15,Oxford/AstraZeneca,3
Croatia,2021-01-15,Pfizer/BioNTech,47349
Croatia,2021-01-22,Moderna,2634
Croatia,2021-01-22,Pfizer/BioNTech,69474
Croatia,2021-01-29,Johnson&Johnson,4
Croatia,2021-01-29,Moderna,2719
Croatia,2021-01-29,Pfizer/BioNTech,85702
Croatia,2021-02-05,Moderna,3188
Croatia,2021-02-05,Oxford/AstraZeneca,6
Croatia,2021-02-05,Pfizer/BioNTech,102453
Croatia,2021-02-12,Moderna,8212
Croatia,2021-02-12,Oxford/AstraZeneca,3145
Croatia,2021-02-12,Pfizer/BioNTech,122861
Croatia,2021-02-19,Johnson&Johnson,5
Croatia,2021-02-19,Moderna,13212
Croatia,2021-02-19,Oxford/AstraZeneca,18792
Croatia,2021-02-19,Pfizer/BioNTech,142349
Croatia,2021-02-26,Moderna,14347
Croatia,2021-02-26,Oxford/AstraZeneca,59169
Croatia,2021-02-26,Pfizer/BioNTech,162025
Croatia,2021-03-05,Moderna,22739
Croatia,2021-03-05,Oxford/AstraZeneca,83249
Croatia,2021-03-05,Pfizer/BioNTech,185693
Croatia,2021-03-12,Moderna,29372
Croatia,2021-03-12,Oxford/AstraZeneca,116074
Croatia,2021-03-12,Pfizer/BioNTech,208587
Croatia,2021-03-19,Johnson&Johnson,8
Croatia,2021-03-19,Moderna,44504
Croatia,2021-03-19,Oxford/AstraZeneca,136385
Croatia,2021-03-19,Pfizer/BioNTech,239222
Croatia,2021-03-26,Johnson&Johnson,9
Croatia,2021-03-26,Moderna,52317
Croatia,2021-03-26,Oxford/AstraZeneca,156486
Croatia,2021-03-26,Pfizer/BioNTech,272201
Croatia,2021-04-02,Johnson&Johnson,10
Croatia,2021-04-02,Moderna,71409
Croatia,2021-04-02,Oxford/AstraZeneca,171934
Croatia,2021-04-02,Pfizer/BioNTech,303979
Croatia,2021-04-09,Johnson&Johnson,16
Croatia,2021-04-09,Moderna,83461
Croatia,2021-04-09,Oxford/AstraZeneca,200321
Croatia,2021-04-09,Pfizer/BioNTech,331298
Croatia,2021-04-16,Johnson&Johnson,19
Croatia,2021-04-16,Moderna,103440
Croatia,2021-04-16,Oxford/AstraZeneca,230933
Croatia,2021-04-16,Pfizer/BioNTech,390211
Croatia,2021-04-23,Johnson&Johnson,19
Croatia,2021-04-23,Moderna,114155
Croatia,2021-04-23,Oxford/AstraZeneca,245396
Croatia,2021-04-23,Pfizer/BioNTech,466879
Croatia,2021-04-30,Johnson&Johnson,781
Croatia,2021-04-30,Moderna,128790
Croatia,2021-04-30,Oxford/AstraZeneca,264958
Croatia,2021-04-30,Pfizer/BioNTech,551858
Croatia,2021-05-07,Johnson&Johnson,3603
Croatia,2021-05-07,Moderna,145804
Croatia,2021-05-07,Oxford/AstraZeneca,304582
Croatia,2021-05-07,Pfizer/BioNTech,723962
Croatia,2021-05-14,Johnson&Johnson,6290
Croatia,2021-05-14,Moderna,170741
Croatia,2021-05-14,Oxford/AstraZeneca,343328
Croatia,2021-05-14,Pfizer/BioNTech,897523
Croatia,2021-05-21,Johnson&Johnson,9548
Croatia,2021-05-21,Moderna,194034
Croatia,2021-05-21,Oxford/AstraZeneca,375927
Croatia,2021-05-21,Pfizer/BioNTech,1048947
Croatia,2021-05-28,Johnson&Johnson,12454
Croatia,2021-05-28,Moderna,209711
Croatia,2021-05-28,Oxford/AstraZeneca,405075
Croatia,2021-05-28,Pfizer/BioNTech,1185267
Croatia,2021-06-04,Johnson&Johnson,14579
Croatia,2021-06-04,Moderna,220580
Croatia,2021-06-04,Oxford/AstraZeneca,423052
Croatia,2021-06-04,Pfizer/BioNTech,1287433
Croatia,2021-06-11,Johnson&Johnson,17300
Croatia,2021-06-11,Moderna,238619
Croatia,2021-06-11,Oxford/AstraZeneca,443983
Croatia,2021-06-11,Pfizer/BioNTech,1448903
Croatia,2021-06-18,Johnson&Johnson,19562
Croatia,2021-06-18,Moderna,258562
Croatia,2021-06-18,Oxford/AstraZeneca,464048
Croatia,2021-06-18,Pfizer/BioNTech,1630501
Croatia,2021-06-25,Johnson&Johnson,21569
Croatia,2021-06-25,Moderna,270011
Croatia,2021-06-25,Oxford/AstraZeneca,475676
Croatia,2021-06-25,Pfizer/BioNTech,1760860
Croatia,2021-06-29,Johnson&Johnson,22083
Croatia,2021-06-29,Moderna,272392
Croatia,2021-06-29,Oxford/AstraZeneca,476475
Croatia,2021-06-29,Pfizer/BioNTech,1766543
Cyprus,2021-01-01,Pfizer/BioNTech,353
Cyprus,2021-01-08,Pfizer/BioNTech,6119
Cyprus,2021-01-15,Moderna,0
Cyprus,2021-01-15,Pfizer/BioNTech,10752
Cyprus,2021-01-22,Moderna,210
Cyprus,2021-01-22,Pfizer/BioNTech,17741
Cyprus,2021-01-29,Moderna,420
Cyprus,2021-01-29,Pfizer/BioNTech,24541
Cyprus,2021-02-05,Pfizer/BioNTech,32190
Cyprus,2021-02-12,Moderna,421
Cyprus,2021-02-12,Oxford/AstraZeneca,582
Cyprus,2021-02-12,Pfizer/BioNTech,42842
Cyprus,2021-02-19,Moderna,741
Cyprus,2021-02-19,Oxford/AstraZeneca,6122
Cyprus,2021-02-19,Pfizer/BioNTech,51095
Cyprus,2021-02-26,Moderna,951
Cyprus,2021-02-26,Oxford/AstraZeneca,18121
Cyprus,2021-02-26,Pfizer/BioNTech,58802
Cyprus,2021-03-05,Moderna,1301
Cyprus,2021-03-05,Oxford/AstraZeneca,28600
Cyprus,2021-03-05,Pfizer/BioNTech,68746
Cyprus,2021-03-12,Moderna,4195
Cyprus,2021-03-12,Oxford/AstraZeneca,40746
Cyprus,2021-03-12,Pfizer/BioNTech,78264
Cyprus,2021-03-19,Moderna,4304
Cyprus,2021-03-19,Oxford/AstraZeneca,41621
Cyprus,2021-03-19,Pfizer/BioNTech,85087
Cyprus,2021-03-26,Moderna,4304
Cyprus,2021-03-26,Oxford/AstraZeneca,48119
Cyprus,2021-03-26,Pfizer/BioNTech,94671
Cyprus,2021-04-02,Moderna,6546
Cyprus,2021-04-02,Oxford/AstraZeneca,52026
Cyprus,2021-04-02,Pfizer/BioNTech,102355
Cyprus,2021-04-09,Moderna,12455
Cyprus,2021-04-09,Oxford/AstraZeneca,59906
Cyprus,2021-04-09,Pfizer/BioNTech,112307
Cyprus,2021-04-16,Johnson&Johnson,0
Cyprus,2021-04-16,Moderna,13235
Cyprus,2021-04-16,Oxford/AstraZeneca,66739
Cyprus,2021-04-16,Pfizer/BioNTech,129841
Cyprus,2021-04-23,Oxford/AstraZeneca,77692
Cyprus,2021-04-23,Pfizer/BioNTech,150072
Cyprus,2021-04-30,Johnson&Johnson,1187
Cyprus,2021-04-30,Moderna,15632
Cyprus,2021-04-30,Oxford/AstraZeneca,84215
Cyprus,2021-04-30,Pfizer/BioNTech,191877
Cyprus,2021-05-07,Johnson&Johnson,2247
Cyprus,2021-05-07,Moderna,21437
Cyprus,2021-05-07,Oxford/AstraZeneca,95460
Cyprus,2021-05-07,Pfizer/BioNTech,237570
Cyprus,2021-05-14,Johnson&Johnson,5608
Cyprus,2021-05-14,Moderna,28312
Cyprus,2021-05-14,Oxford/AstraZeneca,120685
Cyprus,2021-05-14,Pfizer/BioNTech,279734
Cyprus,2021-05-21,Moderna,37386
Cyprus,2021-05-21,Oxford/AstraZeneca,143487
Cyprus,2021-05-21,Pfizer/BioNTech,327094
Cyprus,2021-05-28,Johnson&Johnson,5608
Cyprus,2021-05-28,Moderna,44433
Cyprus,2021-05-28,Oxford/AstraZeneca,159509
Cyprus,2021-05-28,Pfizer/BioNTech,373057
Cyprus,2021-06-04,Moderna,48320
Cyprus,2021-06-04,Oxford/AstraZeneca,169765
Cyprus,2021-06-04,Pfizer/BioNTech,410695
Cyprus,2021-06-11,Johnson&Johnson,6008
Cyprus,2021-06-11,Moderna,54573
Cyprus,2021-06-11,Oxford/AstraZeneca,180681
Cyprus,2021-06-11,Pfizer/BioNTech,446086
Cyprus,2021-06-18,Johnson&Johnson,12832
Cyprus,2021-06-18,Moderna,63072
Cyprus,2021-06-18,Oxford/AstraZeneca,190449
Cyprus,2021-06-18,Pfizer/BioNTech,479103
Cyprus,2021-06-25,Johnson&Johnson,14050
Cyprus,2021-06-25,Moderna,70062
Cyprus,2021-06-25,Oxford/AstraZeneca,197702
Cyprus,2021-06-25,Pfizer/BioNTech,500259
Czechia,2020-12-27,Pfizer/BioNTech,1254
Czechia,2020-12-28,Pfizer/BioNTech,3547
Czechia,2020-12-29,Pfizer/BioNTech,6999
Czechia,2020-12-30,Pfizer/BioNTech,10476
Czechia,2020-12-31,Pfizer/BioNTech,11782
Czechia,2021-01-01,Pfizer/BioNTech,12043
Czechia,2021-01-02,Pfizer/BioNTech,13310
Czechia,2021-01-03,Pfizer/BioNTech,14224
Czechia,2021-01-04,Pfizer/BioNTech,17805
Czechia,2021-01-05,Pfizer/BioNTech,22298
Czechia,2021-01-06,Pfizer/BioNTech,28123
Czechia,2021-01-07,Pfizer/BioNTech,36073
Czechia,2021-01-08,Pfizer/BioNTech,46017
Czechia,2021-01-09,Pfizer/BioNTech,48030
Czechia,2021-01-10,Pfizer/BioNTech,49783
Czechia,2021-01-11,Pfizer/BioNTech,59590
Czechia,2021-01-12,Pfizer/BioNTech,72970
Czechia,2021-01-13,Pfizer/BioNTech,86449
Czechia,2021-01-14,Moderna,1226
Czechia,2021-01-14,Pfizer/BioNTech,100391
Czechia,2021-01-15,Moderna,1984
Czechia,2021-01-15,Pfizer/BioNTech,113574
Czechia,2021-01-16,Moderna,2310
Czechia,2021-01-16,Pfizer/BioNTech,116624
Czechia,2021-01-17,Moderna,2399
Czechia,2021-01-17,Pfizer/BioNTech,119765
Czechia,2021-01-18,Moderna,2576
Czechia,2021-01-18,Pfizer/BioNTech,133858
Czechia,2021-01-19,Moderna,3350
Czechia,2021-01-19,Pfizer/BioNTech,148294
Czechia,2021-01-20,Moderna,4930
Czechia,2021-01-20,Pfizer/BioNTech,162957
Czechia,2021-01-21,Moderna,5887
Czechia,2021-01-21,Pfizer/BioNTech,179294
Czechia,2021-01-22,Moderna,6082
Czechia,2021-01-22,Pfizer/BioNTech,194937
Czechia,2021-01-23,Moderna,6123
Czechia,2021-01-23,Pfizer/BioNTech,199055
Czechia,2021-01-24,Moderna,6247
Czechia,2021-01-24,Pfizer/BioNTech,202041
Czechia,2021-01-25,Moderna,6444
Czechia,2021-01-25,Pfizer/BioNTech,214402
Czechia,2021-01-26,Moderna,6717
Czechia,2021-01-26,Pfizer/BioNTech,228590
Czechia,2021-01-27,Moderna,7019
Czechia,2021-01-27,Pfizer/BioNTech,241781
Czechia,2021-01-28,Moderna,7138
Czechia,2021-01-28,Pfizer/BioNTech,254796
Czechia,2021-01-29,Moderna,7289
Czechia,2021-01-29,Pfizer/BioNTech,268651
Czechia,2021-01-30,Moderna,7291
Czechia,2021-01-30,Pfizer/BioNTech,270454
Czechia,2021-01-31,Moderna,7292
Czechia,2021-01-31,Pfizer/BioNTech,272329
Czechia,2021-02-01,Moderna,7548
Czechia,2021-02-01,Pfizer/BioNTech,283915
Czechia,2021-02-02,Moderna,7875
Czechia,2021-02-02,Pfizer/BioNTech,297894
Czechia,2021-02-03,Moderna,8603
Czechia,2021-02-03,Pfizer/BioNTech,312509
Czechia,2021-02-04,Moderna,9739
Czechia,2021-02-04,Pfizer/BioNTech,329177
Czechia,2021-02-05,Moderna,10929
Czechia,2021-02-05,Pfizer/BioNTech,344052
Czechia,2021-02-06,Moderna,11187
Czechia,2021-02-06,Pfizer/BioNTech,346971
Czechia,2021-02-07,Moderna,11450
Czechia,2021-02-07,Pfizer/BioNTech,350030
Czechia,2021-02-08,Moderna,12356
Czechia,2021-02-08,Pfizer/BioNTech,364508
Czechia,2021-02-09,Moderna,14014
Czechia,2021-02-09,Oxford/AstraZeneca,1
Czechia,2021-02-09,Pfizer/BioNTech,379816
Czechia,2021-02-10,Moderna,15759
Czechia,2021-02-10,Pfizer/BioNTech,396713
Czechia,2021-02-11,Moderna,19132
Czechia,2021-02-11,Oxford/AstraZeneca,234
Czechia,2021-02-11,Pfizer/BioNTech,415513
Czechia,2021-02-12,Moderna,21366
Czechia,2021-02-12,Oxford/AstraZeneca,633
Czechia,2021-02-12,Pfizer/BioNTech,434244
Czechia,2021-02-13,Moderna,21850
Czechia,2021-02-13,Oxford/AstraZeneca,1072
Czechia,2021-02-13,Pfizer/BioNTech,437874
Czechia,2021-02-14,Moderna,22098
Czechia,2021-02-14,Oxford/AstraZeneca,1275
Czechia,2021-02-14,Pfizer/BioNTech,439783
Czechia,2021-02-15,Moderna,23512
Czechia,2021-02-15,Oxford/AstraZeneca,2026
Czechia,2021-02-15,Pfizer/BioNTech,453302
Czechia,2021-02-16,Moderna,25988
Czechia,2021-02-16,Oxford/AstraZeneca,3194
Czechia,2021-02-16,Pfizer/BioNTech,467363
Czechia,2021-02-17,Moderna,28722
Czechia,2021-02-17,Oxford/AstraZeneca,5239
Czechia,2021-02-17,Pfizer/BioNTech,480504
Czechia,2021-02-18,Moderna,31071
Czechia,2021-02-18,Oxford/AstraZeneca,7233
Czechia,2021-02-18,Pfizer/BioNTech,496427
Czechia,2021-02-19,Moderna,32461
Czechia,2021-02-19,Oxford/AstraZeneca,8970
Czechia,2021-02-19,Pfizer/BioNTech,512407
Czechia,2021-02-20,Moderna,32464
Czechia,2021-02-20,Oxford/AstraZeneca,9640
Czechia,2021-02-20,Pfizer/BioNTech,514865
Czechia,2021-02-21,Moderna,32564
Czechia,2021-02-21,Oxford/AstraZeneca,9837
Czechia,2021-02-21,Pfizer/BioNTech,516675
Czechia,2021-02-22,Moderna,33563
Czechia,2021-02-22,Oxford/AstraZeneca,11445
Czechia,2021-02-22,Pfizer/BioNTech,530146
Czechia,2021-02-23,Moderna,34344
Czechia,2021-02-23,Oxford/AstraZeneca,14180
Czechia,2021-02-23,Pfizer/BioNTech,546440
Czechia,2021-02-24,Moderna,35672
Czechia,2021-02-24,Oxford/AstraZeneca,17116
Czechia,2021-02-24,Pfizer/BioNTech,561988
Czechia,2021-02-25,Moderna,36851
Czechia,2021-02-25,Oxford/AstraZeneca,21474
Czechia,2021-02-25,Pfizer/BioNTech,579906
Czechia,2021-02-26,Moderna,37690
Czechia,2021-02-26,Oxford/AstraZeneca,24823
Czechia,2021-02-26,Pfizer/BioNTech,597139
Czechia,2021-02-27,Moderna,37861
Czechia,2021-02-27,Oxford/AstraZeneca,25441
Czechia,2021-02-27,Pfizer/BioNTech,599890
Czechia,2021-02-28,Moderna,38054
Czechia,2021-02-28,Oxford/AstraZeneca,25911
Czechia,2021-02-28,Pfizer/BioNTech,602106
Czechia,2021-03-01,Moderna,39652
Czechia,2021-03-01,Oxford/AstraZeneca,29931
Czechia,2021-03-01,Pfizer/BioNTech,619321
Czechia,2021-03-02,Moderna,41521
Czechia,2021-03-02,Oxford/AstraZeneca,39322
Czechia,2021-03-02,Pfizer/BioNTech,638682
Czechia,2021-03-03,Moderna,45223
Czechia,2021-03-03,Oxford/AstraZeneca,49057
Czechia,2021-03-03,Pfizer/BioNTech,660445
Czechia,2021-03-04,Moderna,49970
Czechia,2021-03-04,Oxford/AstraZeneca,58412
Czechia,2021-03-04,Pfizer/BioNTech,684086
Czechia,2021-03-05,Moderna,53578
Czechia,2021-03-05,Oxford/AstraZeneca,66795
Czechia,2021-03-05,Pfizer/BioNTech,706153
Czechia,2021-03-06,Moderna,54976
Czechia,2021-03-06,Oxford/AstraZeneca,71279
Czechia,2021-03-06,Pfizer/BioNTech,713187
Czechia,2021-03-07,Moderna,56272
Czechia,2021-03-07,Oxford/AstraZeneca,75414
Czechia,2021-03-07,Pfizer/BioNTech,719946
Czechia,2021-03-08,Moderna,59354
Czechia,2021-03-08,Oxford/AstraZeneca,83291
Czechia,2021-03-08,Pfizer/BioNTech,743374
Czechia,2021-03-09,Moderna,64666
Czechia,2021-03-09,Oxford/AstraZeneca,94495
Czechia,2021-03-09,Pfizer/BioNTech,769351
Czechia,2021-03-10,Moderna,69644
Czechia,2021-03-10,Oxford/AstraZeneca,105396
Czechia,2021-03-10,Pfizer/BioNTech,801469
Czechia,2021-03-11,Moderna,73921
Czechia,2021-03-11,Oxford/AstraZeneca,117180
Czechia,2021-03-11,Pfizer/BioNTech,838347
Czechia,2021-03-12,Moderna,79342
Czechia,2021-03-12,Oxford/AstraZeneca,129429
Czechia,2021-03-12,Pfizer/BioNTech,867693
Czechia,2021-03-13,Moderna,80634
Czechia,2021-03-13,Oxford/AstraZeneca,132420
Czechia,2021-03-13,Pfizer/BioNTech,881701
Czechia,2021-03-14,Moderna,81768
Czechia,2021-03-14,Oxford/AstraZeneca,133327
Czechia,2021-03-14,Pfizer/BioNTech,892848
Czechia,2021-03-15,Moderna,88555
Czechia,2021-03-15,Oxford/AstraZeneca,141361
Czechia,2021-03-15,Pfizer/BioNTech,915023
Czechia,2021-03-16,Moderna,97745
Czechia,2021-03-16,Oxford/AstraZeneca,150092
Czechia,2021-03-16,Pfizer/BioNTech,946332
Czechia,2021-03-17,Moderna,105477
Czechia,2021-03-17,Oxford/AstraZeneca,159095
Czechia,2021-03-17,Pfizer/BioNTech,977392
Czechia,2021-03-18,Moderna,112608
Czechia,2021-03-18,Oxford/AstraZeneca,168423
Czechia,2021-03-18,Pfizer/BioNTech,1011086
Czechia,2021-03-19,Moderna,118669
Czechia,2021-03-19,Oxford/AstraZeneca,177203
Czechia,2021-03-19,Pfizer/BioNTech,1044027
Czechia,2021-03-20,Moderna,119806
Czechia,2021-03-20,Oxford/AstraZeneca,179626
Czechia,2021-03-20,Pfizer/BioNTech,1057494
Czechia,2021-03-21,Moderna,120121
Czechia,2021-03-21,Oxford/AstraZeneca,180100
Czechia,2021-03-21,Pfizer/BioNTech,1065604
Czechia,2021-03-22,Moderna,124406
Czechia,2021-03-22,Oxford/AstraZeneca,186934
Czechia,2021-03-22,Pfizer/BioNTech,1091094
Czechia,2021-03-23,Moderna,128252
Czechia,2021-03-23,Oxford/AstraZeneca,194539
Czechia,2021-03-23,Pfizer/BioNTech,1119269
Czechia,2021-03-24,Moderna,132398
Czechia,2021-03-24,Oxford/AstraZeneca,202297
Czechia,2021-03-24,Pfizer/BioNTech,1149744
Czechia,2021-03-25,Moderna,136432
Czechia,2021-03-25,Oxford/AstraZeneca,209805
Czechia,2021-03-25,Pfizer/BioNTech,1182160
Czechia,2021-03-26,Moderna,138972
Czechia,2021-03-26,Oxford/AstraZeneca,215540
Czechia,2021-03-26,Pfizer/BioNTech,1215995
Czechia,2021-03-27,Moderna,140211
Czechia,2021-03-27,Oxford/AstraZeneca,216418
Czechia,2021-03-27,Pfizer/BioNTech,1227076
Czechia,2021-03-28,Moderna,141766
Czechia,2021-03-28,Oxford/AstraZeneca,216540
Czechia,2021-03-28,Pfizer/BioNTech,1235032
Czechia,2021-03-29,Moderna,147653
Czechia,2021-03-29,Oxford/AstraZeneca,220302
Czechia,2021-03-29,Pfizer/BioNTech,1264807
Czechia,2021-03-30,Moderna,156483
Czechia,2021-03-30,Oxford/AstraZeneca,225642
Czechia,2021-03-30,Pfizer/BioNTech,1297232
Czechia,2021-03-31,Moderna,167473
Czechia,2021-03-31,Oxford/AstraZeneca,230596
Czechia,2021-03-31,Pfizer/BioNTech,1331176
Czechia,2021-04-01,Moderna,178159
Czechia,2021-04-01,Oxford/AstraZeneca,235145
Czechia,2021-04-01,Pfizer/BioNTech,1373259
Czechia,2021-04-02,Moderna,180687
Czechia,2021-04-02,Oxford/AstraZeneca,235714
Czechia,2021-04-02,Pfizer/BioNTech,1389706
Czechia,2021-04-03,Moderna,182385
Czechia,2021-04-03,Oxford/AstraZeneca,235924
Czechia,2021-04-03,Pfizer/BioNTech,1402234
Czechia,2021-04-04,Moderna,183584
Czechia,2021-04-04,Oxford/AstraZeneca,235927
Czechia,2021-04-04,Pfizer/BioNTech,1412251
Czechia,2021-04-05,Moderna,184979
Czechia,2021-04-05,Oxford/AstraZeneca,235998
Czechia,2021-04-05,Pfizer/BioNTech,1420242
Czechia,2021-04-06,Moderna,193429
Czechia,2021-04-06,Oxford/AstraZeneca,238981
Czechia,2021-04-06,Pfizer/BioNTech,1453964
Czechia,2021-04-07,Moderna,201763
Czechia,2021-04-07,Oxford/AstraZeneca,247057
Czechia,2021-04-07,Pfizer/BioNTech,1482843
Czechia,2021-04-08,Moderna,207962
Czechia,2021-04-08,Oxford/AstraZeneca,258353
Czechia,2021-04-08,Pfizer/BioNTech,1534442
Czechia,2021-04-09,Moderna,215509
Czechia,2021-04-09,Oxford/AstraZeneca,269550
Czechia,2021-04-09,Pfizer/BioNTech,1584623
Czechia,2021-04-10,Moderna,217067
Czechia,2021-04-10,Oxford/AstraZeneca,273030
Czechia,2021-04-10,Pfizer/BioNTech,1610074
Czechia,2021-04-11,Moderna,218208
Czechia,2021-04-11,Oxford/AstraZeneca,273523
Czechia,2021-04-11,Pfizer/BioNTech,1628126
Czechia,2021-04-12,Moderna,226782
Czechia,2021-04-12,Oxford/AstraZeneca,282205
Czechia,2021-04-12,Pfizer/BioNTech,1673479
Czechia,2021-04-13,Moderna,237318
